,name,type,desc,race,archetype,image_url,views
3882,First Step Towards Infestation,Spell Card,"Return 1 face-up Tribute Summoned ""Steelswarm"" monster you control to the hand; draw 1 card.",Quick-Play,Infestation,https://images.ygoprodeck.com/images/cards/19932396.jpg,9346
3887,Fish Sonar,Spell Card,"Add 1 Level 7 or lower monster that is a WATER Normal Monster or specifically lists ""Umi"" in its text from your Deck to your hand, then, if ""Umi"" is on the field, you can Special Summon 1 WATER Normal Monster from your Deck. You can only activate 1 ""Fish Sonar"" per turn.",Normal,Umi,https://images.ygoprodeck.com/images/cards/22819092.jpg,43568
3888,Fish and Kicks,Spell Card,"If you have 3 or more banished Fish, Sea Serpent, or Aqua-Type monsters: Target 1 card on the field; banish it.",Normal,,https://images.ygoprodeck.com/images/cards/32703716.jpg,16484
3889,Fish and Swaps,Spell Card,"Discard 1 card to target 2 of your banished Fish, Sea Serpent, or Aqua-Type monsters; add them to your hand.",Normal,,https://images.ygoprodeck.com/images/cards/21507589.jpg,14840
3896,Fissure,Spell Card,"Destroy the 1 face-up monster your opponent controls that has the lowest ATK (your choice, if tied).",Normal,,https://images.ygoprodeck.com/images/cards/66788016.jpg,230573
3897,Fist of Fate,Spell Card,"This card's activation and effect cannot be negated. If you control a monster whose original name is ""Obelisk the Tormentor"": Negate the effects of 1 Effect Monster your opponent controls, and if you do, destroy it, and if you do that, for the rest of this turn, the effects of that monster are negated, as well as the activated effects and effects on the field of monsters with the same original name, then, if you activated this card during your Main Phase, you can apply this effect.
● Destroy all Spells and Traps your opponent controls.
You can only activate 1 ""Fist of Fate"" per turn.",Quick-Play,Egyptian God,https://images.ygoprodeck.com/images/cards/79868386.jpg,55137
3900,Five Star Twilight,Spell Card,"If the only monster you control is 1 Level 5 monster: Tribute that monster; Special Summon 5 monsters (1 ""Kuribah"", 1 ""Kuribee"", 1 ""Kuriboo"", 1 ""Kuribeh"", and 1 ""Kuriboh"") from your hand, Deck, and/or GY, but they cannot be Tributed for a Tribute Summon. You can only activate 1 ""Five Star Twilight"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/6309986.jpg,38325
3932,Flash Fusion,Spell Card,"Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters you control as Fusion Material. Destroy it during the End Phase.",Quick-Play,,https://images.ygoprodeck.com/images/cards/17236839.jpg,29190
3934,Flash of the Forbidden Spell,Spell Card,Activate only when all of your opponent's Monster Card Zones are occupied by monsters. Destroy all monsters on your opponent's side of the field.,Normal,,https://images.ygoprodeck.com/images/cards/39956951.jpg,17146
3936,Flawless Perfection of the Tenyi,Spell Card,"All non-Effect Monsters on the field are unaffected by monster effects. Once per turn, if your opponent Special Summons an Effect Monster(s), while you control a face-down monster or non-Effect Monster (except during the Damage Step): You can draw 2 cards.",Field,Tenyi,https://images.ygoprodeck.com/images/cards/39730727.jpg,109774
3939,Fleuret de Fleur,Spell Card,"Activate this card by targeting 1 Level 2 or lower monster in your GY; Special Summon it, but negate its effects, also equip it with this card. When this card, equipped by this effect, leaves the field, destroy that monster. The equipped monster gains 700 ATK. If this card is sent from the Spell & Trap Zone to the GY: You can equip this card to 1 Synchro Monster you control. You can only use this effect of ""Fleuret de Fleur"" once per turn. You can only activate 1 ""Fleuret de Fleur"" per turn.",Equip,Fleur,https://images.ygoprodeck.com/images/cards/10204849.jpg,12813
3942,Flint,Spell Card,The equipped monster loses 300 ATK and cannot change its battle position or declare an attack. If this card is destroyed because the equipped monster is destroyed: Target 1 monster on the field; equip this card to that monster.,Equip,,https://images.ygoprodeck.com/images/cards/75560629.jpg,24281
3945,Flint Missile,Spell Card,"Destroy 1 monster equipped with ""Flint"". You can return this card to your Deck instead of sending it to the Graveyard after it resolves.",Quick-Play,,https://images.ygoprodeck.com/images/cards/16437822.jpg,10325
3956,Floowandereeze and the Advent of Adventure,Spell Card,"Banish 1 Winged Beast monster from your hand or face-up field; add 1 ""Floowandereeze"" monster or ""Floowandereeze"" Field Spell from your Deck to your hand, then gain 500 LP. You can only activate 1 ""Floowandereeze and the Advent of Adventure"" per turn.",Quick-Play,Floowandereeze,https://images.ygoprodeck.com/images/cards/69087397.jpg,130590
3958,Floowandereeze and the Magnificent Map,Spell Card,"During your Main Phase: You can reveal 1 Level 1 ""Floowandereeze"" monster in your hand and banish 1 ""Floowandereeze"" card with a different name from your Deck, then, immediately after this effect resolves, Normal Summon the revealed monster. If your opponent Normal Summons a monster: Immediately after this effect resolves, you can Normal Summon 1 ""Floowandereeze"" monster. You can only use each effect of ""Floowandereeze and the Magnificent Map"" once per turn.",Field,Floowandereeze,https://images.ygoprodeck.com/images/cards/28126717.jpg,167988
3960,Floowandereeze and the Unexplored Winds,Spell Card,"You can conduct Tribute Summons that require 2 Tributes by sending 1 monster you control and 1 card your opponent controls to the GY instead of Tributing (it is still treated as a Tribute Summon). During your Main Phase: You can reveal up to 2 Winged Beast monsters in your hand and place them on the bottom of your Deck in any order, then draw cards equal to the number of cards placed. You can only use this effect of ""Floowandereeze and the Unexpd Winds"" once per turn.",Continuous,Floowandereeze,https://images.ygoprodeck.com/images/cards/55521751.jpg,104428
3961,Flourishing Frolic,Spell Card,"Excavate cards from your Deck equal to the number of ""Flourishing Frolic"" in your GY + 3, and if you excavate at least 1 Monster, 1 Spell, and 1 Trap, add 1 of them to your hand and send the other cards to the GY. If you did not, shuffle all excavated cards into your Deck. You can only activate 1 ""Flourishing Frolic"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/32887445.jpg,4836
3979,Flower Gathering,Spell Card,"Special Summon 4 ""Flower Cardian"" monsters with 100 ATK and different names from your Deck in Attack Position, but they have their effects negated, also they cannot be Tributed for a Tribute Summon. You can only activate 1 ""Flower Gathering"" per turn. You cannot Normal or Special Summon other monsters during the turn you activate this card, except ""Flower Cardian"" monsters.",Normal,Flower Cardian,https://images.ygoprodeck.com/images/cards/78785392.jpg,40580
3980,Flower Stacking,Spell Card,"Choose 3 ""Flower Cardian"" monsters with different names from your Deck, and place them on top of your Deck in any order. During your Main Phase, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 ""Flower Cardian"" monster in your Graveyard; add it to your hand. You can only use this effect of ""Flower Stacking"" once per turn.",Normal,Flower Cardian,https://images.ygoprodeck.com/images/cards/30786387.jpg,39353
4010,Fog Control,Spell Card,"Tribute 1 face-up ""Cloudian"" monster you control. Place 3 Fog Counters on 1 face-up monster.",Quick-Play,Cloudian,https://images.ygoprodeck.com/images/cards/63741331.jpg,25343
4013,Follow Wind,Spell Card,Increase the ATK and DEF of a Winged Beast-Type monster equipped with this card by 300 points.,Equip,,https://images.ygoprodeck.com/images/cards/98252586.jpg,177437
4016,Foolish Burial,Spell Card,Send 1 monster from your Deck to the GY.,Normal,,https://images.ygoprodeck.com/images/cards/81439173.jpg,3234855
4017,Foolish Burial Goods,Spell Card,"Send 1 Spell/Trap from your Deck to the GY. You can only activate 1 ""Foolish Burial Goods"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/35726888.jpg,1325527
4018,Foolish Return,Spell Card,Select 1 card in your opponent's Graveyard. Return it to the Deck.,Quick-Play,,https://images.ygoprodeck.com/images/cards/88369727.jpg,23602
4021,Forbidden Arts of the Gishki,Spell Card,"This card can be used to Ritual Summon any ""Gishki"" Ritual Monster. You must also Tribute face-up monsters from anywhere on the field, whose total Levels equal the Level of the Ritual Monster you Ritual Summon. Halve the ATK of the monster Ritual Summoned by this effect. You cannot conduct your Battle Phase the turn you activate this card.",Ritual,Gishki,https://images.ygoprodeck.com/images/cards/28429121.jpg,11300
4022,Forbidden Chalice,Spell Card,"Target 1 face-up monster on the field; until the end of this turn, that target gains 400 ATK, but its effects are negated.",Quick-Play,Forbidden,https://images.ygoprodeck.com/images/cards/25789292.jpg,581075
4024,Forbidden Dark Contract with the Swamp King,Spell Card,"Once per turn: You can Special Summon 1 ""D/D/D"" monster from your hand in Defense Position, but its effects are negated. Once per turn: You can Fusion Summon 1 Fiend-Type Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Materials, including a monster Special Summoned by this card with the above effect. Once per turn, during your Standby Phase: Take 2000 damage.",Continuous,D/D,https://images.ygoprodeck.com/images/cards/10833828.jpg,33765
4025,Forbidden Dress,Spell Card,"Target 1 face-up monster on the field; until the end of this turn, that target loses 600 ATK, but cannot be targeted or destroyed by other card effects.",Quick-Play,Forbidden,https://images.ygoprodeck.com/images/cards/96864811.jpg,40796
4026,Forbidden Droplet,Spell Card,"Send any number of other cards from your hand and/or field to the GY; choose that many Effect Monsters your opponent controls, and until the end of this turn, their ATK is halved, also their effects are negated. In response to this card's activation, your opponent cannot activate cards, or the effects of cards, with the same original type (Monster/Spell/Trap) as the cards sent to the GY to activate this card. You can only activate 1 ""Forbidden Droplet"" per turn.",Quick-Play,Forbidden,https://images.ygoprodeck.com/images/cards/24299458.jpg,2030707
4027,Forbidden Lance,Spell Card,"Target 1 face-up monster on the field; until the end of this turn, that target loses 800 ATK, but is unaffected by the effects of other Spells/Traps.",Quick-Play,Forbidden,https://images.ygoprodeck.com/images/cards/27243130.jpg,112318
4028,Forbidden Scripture,Spell Card,"If a monster battles an opponent's monster, during damage calculation: Negate all other card effects on the field until the end of the Damage Step, also damage calculation for this battle uses each monster's original ATK and DEF.",Quick-Play,Forbidden,https://images.ygoprodeck.com/images/cards/54773234.jpg,14723
4029,Forbidden Trapezohedron,Spell Card,"If you control exactly 2 monster card types (among Fusion, Synchro, and/or Xyz): Apply the following effect based on those types.
● Fusion and Synchro: Special Summon 1 ""Outer Entity"" Xyz Monster from your Extra Deck, and if you do, attach this card to it as material.
● Synchro and Xyz: Special Summon 1 ""Elder Entity"" Fusion Monster from your Extra Deck.
● Xyz and Fusion: Special Summon 1 ""Old Entity"" Synchro Monster from your Extra Deck.
You can only activate 1 ""Forbidden Trapezohedron"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/49033797.jpg,13346
4034,Forest,Spell Card,"All Insect, Beast, Plant, and Beast-Warrior monsters on the field gain 200 ATK/DEF.",Field,,https://images.ygoprodeck.com/images/cards/87430998.jpg,204784
