,type,atk,def,level,scale,linkval,views,image_url
3985,Pendulum Effect Monster,600.0,1200.0,2.0,8.0,,48588,https://images.ygoprodeck.com/images/cards/45215225.jpg
3986,Effect Monster,1200.0,800.0,3.0,,,160867,https://images.ygoprodeck.com/images/cards/3841833.jpg
3987,Effect Monster,700.0,300.0,1.0,,,90517,https://images.ygoprodeck.com/images/cards/2729285.jpg
3989,Effect Monster,1700.0,1000.0,4.0,,,164143,https://images.ygoprodeck.com/images/cards/39246582.jpg
3990,Effect Monster,1600.0,1000.0,4.0,,,58985,https://images.ygoprodeck.com/images/cards/82896870.jpg
3991,Effect Monster,1600.0,1200.0,4.0,,,22715,https://images.ygoprodeck.com/images/cards/66457138.jpg
3992,Effect Monster,100.0,100.0,1.0,,,34955,https://images.ygoprodeck.com/images/cards/6142488.jpg
3993,Effect Monster,800.0,800.0,1.0,,,35051,https://images.ygoprodeck.com/images/cards/87246309.jpg
3994,Effect Monster,1000.0,1000.0,2.0,,,101193,https://images.ygoprodeck.com/images/cards/65331686.jpg
3995,Effect Monster,1600.0,1100.0,4.0,,,154454,https://images.ygoprodeck.com/images/cards/13241004.jpg
3996,Effect Monster,300.0,1200.0,1.0,,,38020,https://images.ygoprodeck.com/images/cards/38124994.jpg
3997,Effect Monster,400.0,800.0,2.0,,,69444,https://images.ygoprodeck.com/images/cards/98280324.jpg
3998,Effect Monster,100.0,100.0,1.0,,,144812,https://images.ygoprodeck.com/images/cards/72413000.jpg
3999,Effect Monster,1600.0,300.0,3.0,,,15640,https://images.ygoprodeck.com/images/cards/11954712.jpg
4000,Effect Monster,700.0,700.0,3.0,,,22389,https://images.ygoprodeck.com/images/cards/80978111.jpg
4001,Effect Monster,1850.0,1300.0,4.0,,,22854,https://images.ygoprodeck.com/images/cards/66765023.jpg
4002,Normal Monster,800.0,500.0,4.0,,,27801,https://images.ygoprodeck.com/images/cards/31987274.jpg
4003,Effect Monster,3000.0,2500.0,8.0,,,22606,https://images.ygoprodeck.com/images/cards/16898077.jpg
4004,Effect Monster,1400.0,900.0,4.0,,,132186,https://images.ygoprodeck.com/images/cards/84834865.jpg
4005,Normal Monster,1500.0,800.0,4.0,,,53516,https://images.ygoprodeck.com/images/cards/3134241.jpg
4006,Effect Monster,1800.0,1000.0,4.0,,,236463,https://images.ygoprodeck.com/images/cards/88875132.jpg
4007,Normal Monster,1200.0,1000.0,4.0,,,19431,https://images.ygoprodeck.com/images/cards/5628232.jpg
4008,Effect Monster,500.0,500.0,4.0,,,5264,https://images.ygoprodeck.com/images/cards/33314479.jpg
4009,Effect Monster,1000.0,2000.0,5.0,,,24893,https://images.ygoprodeck.com/images/cards/97697678.jpg
4011,Effect Monster,0.0,0.0,7.0,,,21812,https://images.ygoprodeck.com/images/cards/6614221.jpg
4012,Link Monster,2400.0,,,,3.0,131993,https://images.ygoprodeck.com/images/cards/66023650.jpg
4015,Effect Monster,1600.0,900.0,3.0,,,13327,https://images.ygoprodeck.com/images/cards/63175639.jpg
4030,Tuner Monster,500.0,500.0,2.0,,,76384,https://images.ygoprodeck.com/images/cards/40583194.jpg
4041,Effect Monster,0.0,0.0,1.0,,,163454,https://images.ygoprodeck.com/images/cards/50366775.jpg
4042,Synchro Tuner Monster,200.0,1500.0,2.0,,,605991,https://images.ygoprodeck.com/images/cards/50091196.jpg
4045,Effect Monster,600.0,1200.0,2.0,,,24469,https://images.ygoprodeck.com/images/cards/66288028.jpg
4046,Ritual Monster,2350.0,2150.0,7.0,,,17202,https://images.ygoprodeck.com/images/cards/62337487.jpg
4048,Union Effect Monster,1000.0,2000.0,6.0,,,15166,https://images.ygoprodeck.com/images/cards/39299733.jpg
4049,Effect Monster,0.0,0.0,5.0,,,24168,https://images.ygoprodeck.com/images/cards/31683874.jpg
4050,Effect Monster,0.0,0.0,6.0,,,26707,https://images.ygoprodeck.com/images/cards/68078978.jpg
4051,Effect Monster,0.0,0.0,2.0,,,20145,https://images.ygoprodeck.com/images/cards/32305461.jpg
4052,Effect Monster,0.0,0.0,1.0,,,51935,https://images.ygoprodeck.com/images/cards/6311717.jpg
4053,Effect Monster,0.0,0.0,3.0,,,19948,https://images.ygoprodeck.com/images/cards/79890560.jpg
4054,Effect Monster,0.0,0.0,4.0,,,28337,https://images.ygoprodeck.com/images/cards/5298175.jpg
4056,Effect Monster,0.0,0.0,5.0,,,69800,https://images.ygoprodeck.com/images/cards/55586621.jpg
4057,Effect Monster,0.0,0.0,6.0,,,47280,https://images.ygoprodeck.com/images/cards/82971335.jpg
4058,Synchro Monster,0.0,0.0,7.0,,,88975,https://images.ygoprodeck.com/images/cards/70252926.jpg
4059,Effect Monster,0.0,0.0,2.0,,,50666,https://images.ygoprodeck.com/images/cards/71870152.jpg
4060,Effect Monster,0.0,0.0,1.0,,,89372,https://images.ygoprodeck.com/images/cards/34471458.jpg
4061,Tuner Monster,0.0,0.0,1.0,,,79343,https://images.ygoprodeck.com/images/cards/57869175.jpg
4063,Effect Monster,0.0,0.0,4.0,,,75425,https://images.ygoprodeck.com/images/cards/29088922.jpg
4064,Effect Monster,0.0,0.0,3.0,,,49042,https://images.ygoprodeck.com/images/cards/82693917.jpg
4068,Fusion Monster,2500.0,0.0,4.0,,,59925,https://images.ygoprodeck.com/images/cards/12015000.jpg
4069,Fusion Monster,3500.0,0.0,8.0,,,64979,https://images.ygoprodeck.com/images/cards/21225115.jpg
4070,Effect Monster,1200.0,1300.0,4.0,,,229064,https://images.ygoprodeck.com/images/cards/42009836.jpg
4073,Fusion Monster,1400.0,1200.0,4.0,,,11225,https://images.ygoprodeck.com/images/cards/10040267.jpg
4074,Fusion Monster,2100.0,1800.0,8.0,,,19518,https://images.ygoprodeck.com/images/cards/57157964.jpg
4075,Fusion Monster,1700.0,1500.0,6.0,,,55201,https://images.ygoprodeck.com/images/cards/83656563.jpg
4076,Effect Monster,1800.0,0.0,4.0,,,18341,https://images.ygoprodeck.com/images/cards/17706537.jpg
4077,Fusion Monster,2000.0,800.0,4.0,,,54023,https://images.ygoprodeck.com/images/cards/86520461.jpg
4078,Fusion Monster,2800.0,1300.0,8.0,,,79667,https://images.ygoprodeck.com/images/cards/96897184.jpg
4079,Fusion Monster,2400.0,1100.0,6.0,,,263063,https://images.ygoprodeck.com/images/cards/59531356.jpg
4080,Pendulum Normal Monster,2200.0,1200.0,5.0,2.0,,23086,https://images.ygoprodeck.com/images/cards/43785278.jpg
4081,Effect Monster,300.0,200.0,2.0,,,31539,https://images.ygoprodeck.com/images/cards/88753985.jpg
4087,Effect Monster,1700.0,1200.0,4.0,,,31041,https://images.ygoprodeck.com/images/cards/16556849.jpg
4088,Effect Monster,2300.0,1700.0,5.0,,,50035,https://images.ygoprodeck.com/images/cards/49681811.jpg
4089,Union Effect Monster,1500.0,1000.0,4.0,,,39955,https://images.ygoprodeck.com/images/cards/85359414.jpg
4091,Fusion Monster,2000.0,0.0,5.0,,,10884,https://images.ygoprodeck.com/images/cards/47219274.jpg
4092,Normal Monster,1200.0,1000.0,4.0,,,162300,https://images.ygoprodeck.com/images/cards/98818516.jpg
4093,Tuner Monster,800.0,400.0,2.0,,,14021,https://images.ygoprodeck.com/images/cards/62154416.jpg
4094,Effect Monster,100.0,100.0,1.0,,,14229,https://images.ygoprodeck.com/images/cards/12398280.jpg
4095,Fusion Monster,2200.0,1800.0,6.0,,,41114,https://images.ygoprodeck.com/images/cards/85545073.jpg
4096,Fusion Monster,2800.0,2000.0,8.0,,,55276,https://images.ygoprodeck.com/images/cards/83866861.jpg
4097,Fusion Monster,2600.0,2400.0,9.0,,,98541,https://images.ygoprodeck.com/images/cards/78778375.jpg
4098,Fusion Monster,3000.0,2200.0,8.0,,,81618,https://images.ygoprodeck.com/images/cards/91034681.jpg
4102,Fusion Monster,2200.0,3000.0,8.0,,,156953,https://images.ygoprodeck.com/images/cards/40636712.jpg
4103,Fusion Monster,2400.0,2000.0,7.0,,,60569,https://images.ygoprodeck.com/images/cards/10383554.jpg
4105,Pendulum Effect Monster,0.0,0.0,8.0,4.0,,31666,https://images.ygoprodeck.com/images/cards/77522571.jpg
4109,Fusion Monster,2400.0,2000.0,8.0,,,191379,https://images.ygoprodeck.com/images/cards/80889750.jpg
4111,Fusion Monster,2000.0,2000.0,5.0,,,95727,https://images.ygoprodeck.com/images/cards/57477163.jpg
4112,Fusion Monster,1900.0,1200.0,6.0,,,147706,https://images.ygoprodeck.com/images/cards/464362.jpg
4113,Fusion Monster,2000.0,1500.0,6.0,,,114719,https://images.ygoprodeck.com/images/cards/11039171.jpg
4114,Effect Monster,700.0,1500.0,3.0,,,22441,https://images.ygoprodeck.com/images/cards/93830681.jpg
4115,Effect Monster,2500.0,2000.0,9.0,,,59371,https://images.ygoprodeck.com/images/cards/40998517.jpg
4117,Effect Monster,1600.0,800.0,3.0,,,61074,https://images.ygoprodeck.com/images/cards/38742075.jpg
4119,Effect Monster,1000.0,1500.0,4.0,,,13826,https://images.ygoprodeck.com/images/cards/12451640.jpg
4121,Effect Monster,2300.0,2000.0,6.0,,,9026,https://images.ygoprodeck.com/images/cards/55589254.jpg
4122,Normal Monster,2600.0,1700.0,6.0,,,35691,https://images.ygoprodeck.com/images/cards/6631034.jpg
4123,Synchro Monster,2500.0,2500.0,5.0,,,10852,https://images.ygoprodeck.com/images/cards/94515289.jpg
4127,Effect Monster,0.0,0.0,3.0,,,0,https://images.ygoprodeck.com/images/cards/6327734.jpg
4133,XYZ Monster,2100.0,600.0,4.0,,,53117,https://images.ygoprodeck.com/images/cards/25853045.jpg
4134,XYZ Monster,2200.0,1600.0,6.0,,,56568,https://images.ygoprodeck.com/images/cards/99469936.jpg
4138,Effect Monster,2800.0,1000.0,9.0,,,0,https://images.ygoprodeck.com/images/cards/4483598.jpg
4140,Fusion Monster,0.0,0.0,1.0,,,49398,https://images.ygoprodeck.com/images/cards/77693536.jpg
4142,Normal Monster,400.0,300.0,1.0,,,3863,https://images.ygoprodeck.com/images/cards/53830602.jpg
4147,Spirit Monster,1200.0,0.0,4.0,,,58592,https://images.ygoprodeck.com/images/cards/38538445.jpg
4148,Effect Monster,2600.0,2900.0,7.0,,,19647,https://images.ygoprodeck.com/images/cards/39711336.jpg
4149,Effect Monster,2800.0,2000.0,7.0,,,54061,https://images.ygoprodeck.com/images/cards/51632798.jpg
4153,Effect Monster,1400.0,1200.0,4.0,,,15172,https://images.ygoprodeck.com/images/cards/98336111.jpg
4157,Effect Monster,0.0,0.0,1.0,,,43462,https://images.ygoprodeck.com/images/cards/6205579.jpg
4169,Fusion Monster,900.0,700.0,3.0,,,101666,https://images.ygoprodeck.com/images/cards/1641882.jpg
4173,Gemini Monster,1600.0,1200.0,4.0,,,18311,https://images.ygoprodeck.com/images/cards/90642597.jpg
4175,Link Monster,0.0,,,,2.0,1847,https://images.ygoprodeck.com/images/cards/61668670.jpg
4176,Link Monster,3200.0,,,,4.0,1611,https://images.ygoprodeck.com/images/cards/50546029.jpg
4177,Link Monster,2800.0,,,,3.0,1018,https://images.ygoprodeck.com/images/cards/24151924.jpg
4178,Effect Monster,300.0,1000.0,2.0,,,2720,https://images.ygoprodeck.com/images/cards/25273572.jpg
4179,Effect Monster,1800.0,2400.0,6.0,,,2407,https://images.ygoprodeck.com/images/cards/98875863.jpg
4180,Link Monster,1500.0,,,,2.0,1703,https://images.ygoprodeck.com/images/cards/97053215.jpg
4181,Effect Monster,1200.0,2000.0,4.0,,,12453,https://images.ygoprodeck.com/images/cards/4130270.jpg
4182,Effect Monster,2200.0,2000.0,6.0,,,16506,https://images.ygoprodeck.com/images/cards/37955049.jpg
4183,Effect Monster,0.0,0.0,10.0,,,73204,https://images.ygoprodeck.com/images/cards/6616912.jpg
4184,XYZ Monster,500.0,1800.0,2.0,,,55069,https://images.ygoprodeck.com/images/cards/10002346.jpg
4185,Effect Monster,2700.0,1600.0,8.0,,,471034,https://images.ygoprodeck.com/images/cards/36956512.jpg
4186,Flip Effect Monster,200.0,400.0,2.0,,,14796,https://images.ygoprodeck.com/images/cards/47985614.jpg
4188,Effect Monster,200.0,200.0,1.0,,,23335,https://images.ygoprodeck.com/images/cards/54497620.jpg
4189,Effect Monster,300.0,300.0,3.0,,,9324,https://images.ygoprodeck.com/images/cards/64487132.jpg
4190,Effect Monster,1300.0,0.0,6.0,,,28724,https://images.ygoprodeck.com/images/cards/28002611.jpg
4191,Normal Monster,1800.0,2000.0,6.0,,,56550,https://images.ygoprodeck.com/images/cards/86281779.jpg
4193,Effect Monster,1800.0,600.0,3.0,,,27114,https://images.ygoprodeck.com/images/cards/9583383.jpg
4194,Effect Monster,800.0,1200.0,2.0,,,40600,https://images.ygoprodeck.com/images/cards/94203886.jpg
4195,Effect Monster,400.0,800.0,2.0,,,34541,https://images.ygoprodeck.com/images/cards/44250812.jpg
4196,XYZ Monster,1500.0,2400.0,4.0,,,276564,https://images.ygoprodeck.com/images/cards/12014404.jpg
4197,Effect Monster,1500.0,2000.0,4.0,,,72023,https://images.ygoprodeck.com/images/cards/12423762.jpg
4198,Effect Monster,1000.0,800.0,3.0,,,55947,https://images.ygoprodeck.com/images/cards/3606728.jpg
4199,Effect Monster,2100.0,2000.0,6.0,,,39954,https://images.ygoprodeck.com/images/cards/67120578.jpg
4200,Effect Monster,1500.0,1000.0,4.0,,,123936,https://images.ygoprodeck.com/images/cards/26082117.jpg
4201,Effect Monster,100.0,100.0,4.0,,,25459,https://images.ygoprodeck.com/images/cards/28884172.jpg
4202,XYZ Monster,1900.0,1600.0,4.0,,,79388,https://images.ygoprodeck.com/images/cards/91499077.jpg
4203,Effect Monster,200.0,800.0,2.0,,,53616,https://images.ygoprodeck.com/images/cards/387282.jpg
4207,XYZ Monster,2000.0,2000.0,4.0,,,130542,https://images.ygoprodeck.com/images/cards/86331741.jpg
4214,Normal Monster,1850.0,1000.0,4.0,,,61458,https://images.ygoprodeck.com/images/cards/49003308.jpg
4215,XYZ Monster,2950.0,2800.0,4.0,,,45651,https://images.ygoprodeck.com/images/cards/9053187.jpg
4217,Tuner Monster,900.0,600.0,3.0,,,42704,https://images.ygoprodeck.com/images/cards/50642380.jpg
4219,XYZ Monster,2600.0,2100.0,7.0,,,268623,https://images.ygoprodeck.com/images/cards/91949988.jpg
4220,Fusion Monster,3500.0,2800.0,10.0,,,33829,https://images.ygoprodeck.com/images/cards/58601383.jpg
4221,Synchro Monster,2600.0,800.0,6.0,,,42803,https://images.ygoprodeck.com/images/cards/97204936.jpg
4222,Effect Monster,2800.0,1000.0,8.0,,,52720,https://images.ygoprodeck.com/images/cards/14258627.jpg
4224,Link Monster,2600.0,,,,3.0,129942,https://images.ygoprodeck.com/images/cards/67598234.jpg
4225,Effect Monster,2000.0,0.0,4.0,,,31759,https://images.ygoprodeck.com/images/cards/51355346.jpg
4226,Normal Monster,2300.0,2100.0,7.0,,,119714,https://images.ygoprodeck.com/images/cards/6368038.jpg
4227,Fusion Monster,2600.0,2100.0,7.0,,,115850,https://images.ygoprodeck.com/images/cards/66889139.jpg
4228,Effect Monster,1600.0,1200.0,4.0,,,56423,https://images.ygoprodeck.com/images/cards/50354944.jpg
4229,Effect Monster,2300.0,2100.0,7.0,,,104721,https://images.ygoprodeck.com/images/cards/34130561.jpg
4230,Fusion Monster,2600.0,2100.0,7.0,,,99509,https://images.ygoprodeck.com/images/cards/15989522.jpg
4231,Effect Monster,1600.0,1200.0,4.0,,,57941,https://images.ygoprodeck.com/images/cards/40371092.jpg
4232,Effect Monster,1600.0,1200.0,4.0,,,57755,https://images.ygoprodeck.com/images/cards/14882493.jpg
4233,Synchro Monster,2000.0,1300.0,6.0,,,9290,https://images.ygoprodeck.com/images/cards/49816630.jpg
4235,Effect Monster,2500.0,2500.0,8.0,,,249515,https://images.ygoprodeck.com/images/cards/88774734.jpg
4236,Effect Monster,300.0,200.0,1.0,,,1881,https://images.ygoprodeck.com/images/cards/46261704.jpg
4237,Link Monster,1800.0,,,,2.0,316037,https://images.ygoprodeck.com/images/cards/30741503.jpg
4238,Effect Monster,0.0,0.0,8.0,,,190182,https://images.ygoprodeck.com/images/cards/55168550.jpg
4239,Effect Monster,1500.0,600.0,4.0,,,59957,https://images.ygoprodeck.com/images/cards/28770951.jpg
4241,Effect Monster,2000.0,1200.0,4.0,,,42459,https://images.ygoprodeck.com/images/cards/9024367.jpg
4244,Effect Monster,2800.0,2600.0,8.0,,,302735,https://images.ygoprodeck.com/images/cards/35950025.jpg
4245,Flip Effect Monster,0.0,800.0,3.0,,,51802,https://images.ygoprodeck.com/images/cards/98263709.jpg
4246,XYZ Monster,2000.0,0.0,4.0,,,4166,https://images.ygoprodeck.com/images/cards/85747929.jpg
4248,Link Monster,2000.0,,,,2.0,79620,https://images.ygoprodeck.com/images/cards/92362073.jpg
4249,Normal Tuner Monster,1000.0,0.0,2.0,,,128231,https://images.ygoprodeck.com/images/cards/11066358.jpg
4250,Effect Monster,2000.0,0.0,5.0,,,1074470,https://images.ygoprodeck.com/images/cards/46659709.jpg
4251,XYZ Monster,2000.0,1600.0,4.0,,,44677,https://images.ygoprodeck.com/images/cards/54358015.jpg
4253,Effect Monster,1600.0,1400.0,4.0,,,5379,https://images.ygoprodeck.com/images/cards/863795.jpg
4255,Effect Monster,2000.0,0.0,8.0,,,30786,https://images.ygoprodeck.com/images/cards/24658418.jpg
4257,Effect Monster,0.0,1800.0,4.0,,,227961,https://images.ygoprodeck.com/images/cards/98555327.jpg
4258,Effect Monster,1200.0,1000.0,3.0,,,54825,https://images.ygoprodeck.com/images/cards/54507222.jpg
4260,Effect Monster,3000.0,2500.0,8.0,,,213871,https://images.ygoprodeck.com/images/cards/62968263.jpg
4261,XYZ Monster,3200.0,2800.0,9.0,,,778100,https://images.ygoprodeck.com/images/cards/2530830.jpg
4262,XYZ Monster,3000.0,2500.0,8.0,,,954851,https://images.ygoprodeck.com/images/cards/18963306.jpg
4263,XYZ Monster,4000.0,3000.0,10.0,,,164248,https://images.ygoprodeck.com/images/cards/28346136.jpg
4264,Effect Monster,300.0,250.0,1.0,,,122426,https://images.ygoprodeck.com/images/cards/9260791.jpg
4265,XYZ Monster,4000.0,3500.0,8.0,,,1011404,https://images.ygoprodeck.com/images/cards/39030163.jpg
4266,Effect Monster,3000.0,2500.0,8.0,,,433274,https://images.ygoprodeck.com/images/cards/93717133.jpg
4267,Link Monster,2000.0,,,,2.0,239596,https://images.ygoprodeck.com/images/cards/3356494.jpg
4268,Effect Monster,650.0,600.0,2.0,,,106471,https://images.ygoprodeck.com/images/cards/16229315.jpg
4269,Flip Effect Monster,1400.0,700.0,4.0,,,39611,https://images.ygoprodeck.com/images/cards/77491079.jpg
4270,XYZ Monster,2300.0,1800.0,4.0,,,272216,https://images.ygoprodeck.com/images/cards/32530043.jpg
4271,Effect Monster,800.0,800.0,3.0,,,67006,https://images.ygoprodeck.com/images/cards/30915572.jpg
4274,Effect Monster,500.0,1400.0,4.0,,,56986,https://images.ygoprodeck.com/images/cards/2196767.jpg
4275,Effect Monster,2200.0,3000.0,8.0,,,1373232,https://images.ygoprodeck.com/images/cards/55063751.jpg
4276,Effect Monster,800.0,2000.0,3.0,,,82898,https://images.ygoprodeck.com/images/cards/15502037.jpg
4277,Normal Monster,1500.0,1800.0,4.0,,,81983,https://images.ygoprodeck.com/images/cards/11549357.jpg
4279,Effect Monster,0.0,1800.0,4.0,,,16912,https://images.ygoprodeck.com/images/cards/24291651.jpg
4280,Effect Monster,1000.0,2000.0,5.0,,,5703,https://images.ygoprodeck.com/images/cards/65758454.jpg
4281,Effect Monster,0.0,0.0,8.0,,,75649,https://images.ygoprodeck.com/images/cards/64681432.jpg
4282,Effect Monster,0.0,0.0,8.0,,,109238,https://images.ygoprodeck.com/images/cards/71525232.jpg
4283,Normal Monster,600.0,800.0,2.0,,,3896,https://images.ygoprodeck.com/images/cards/34536276.jpg
4284,Effect Monster,100.0,1900.0,2.0,,,30855,https://images.ygoprodeck.com/images/cards/11801343.jpg
4285,Effect Monster,0.0,2400.0,5.0,,,30715,https://images.ygoprodeck.com/images/cards/44682448.jpg
4286,Effect Monster,800.0,1300.0,3.0,,,10995,https://images.ygoprodeck.com/images/cards/18698739.jpg
4287,Synchro Monster,800.0,1600.0,5.0,,,49565,https://images.ygoprodeck.com/images/cards/76524506.jpg
4288,Synchro Monster,1600.0,2400.0,5.0,,,247290,https://images.ygoprodeck.com/images/cards/53325667.jpg
4289,Ritual Effect Monster,2500.0,1400.0,7.0,,,18861,https://images.ygoprodeck.com/images/cards/30646525.jpg
4290,Ritual Monster,2550.0,2150.0,7.0,,,8347,https://images.ygoprodeck.com/images/cards/90844184.jpg
4292,Effect Monster,800.0,1900.0,4.0,,,66779,https://images.ygoprodeck.com/images/cards/88283496.jpg
4293,Normal Monster,2400.0,2000.0,7.0,,,47058,https://images.ygoprodeck.com/images/cards/49888191.jpg
4294,Normal Monster,1800.0,1500.0,5.0,,,29477,https://images.ygoprodeck.com/images/cards/14977074.jpg
4295,Effect Monster,1850.0,1300.0,4.0,,,94869,https://images.ygoprodeck.com/images/cards/59019082.jpg
4296,Effect Monster,1600.0,1200.0,4.0,,,125997,https://images.ygoprodeck.com/images/cards/12800777.jpg
