,name,type,desc,race,archetype,image_url,views
1852,Confusion Chaff,Trap Card,Activate only when your opponent declares a second direct attack during the same Battle Phase. Conduct battle between the attacking monster and the first monster that attacked directly (other effects cannot be activated during this battle).,Normal,,https://images.ygoprodeck.com/images/cards/67630339.jpg,23200
1853,Conquistador of the Golden Land,Trap Card,"Special Summon this card as a Normal Monster (Zombie/LIGHT/Level 5/ATK 500/DEF 1800) (this card is also still a Trap), then, if you control ""Eldlich the Golden Lord"", you can destroy 1 face-up card on the field. During the End Phase: You can banish this card from your GY; Set 1 ""Eldlixir"" Spell/Trap directly from your Deck. You can only use 1 ""Conquistador of the Golden Land"" effect per turn, and only once that turn.",Continuous,Golden Land,https://images.ygoprodeck.com/images/cards/20590515.jpg,569562
1854,Conscription,Trap Card,"Excavate the top card of your opponent's Deck, and if it is a monster that can be Normal Summoned/Set, Special Summon it to your field. Otherwise, add that card to your opponent's hand.",Normal,,https://images.ygoprodeck.com/images/cards/31000575.jpg,35277
1856,Consolation Prize,Trap Card,"If a monster(s) is sent from the hand to the GY: Target 1 of them; Special Summon it to your field. You can only activate 1 ""Consolation Prize"" per turn.",Normal,,https://images.ygoprodeck.com/images/cards/63413494.jpg,10007
1867,Constellar Meteor,Trap Card,"During the turn this card is activated, if an opponent's monster battles a ""Constellar"" monster, and the opponent's monster is not destroyed, shuffle it into the Deck at the end of the Damage Step.",Normal,Constellar,https://images.ygoprodeck.com/images/cards/63545861.jpg,17786
1892,Contract Laundering,Trap Card,"Destroy as many ""Dark Contract"" cards in your Spell & Trap Zone as possible, and if you do, draw the same number of cards you destroyed, then gain 1000 LP for each card you drew with this effect.",Normal,Dark Contract,https://images.ygoprodeck.com/images/cards/46259438.jpg,26804
1900,Converging Wishes,Trap Card,"If you have 5 or more Dragon-Type Synchro Monsters with different names in your Graveyard: Special Summon 1 ""Stardust Dragon"" from your Extra Deck (this is treated as a Synchro Summon), but banish it during the End Phase. Equip it with this card. While equipped, it gains ATK equal to the combined ATK of all Dragon-Type Synchro Monsters in your Graveyard. Also while equipped, when it destroys an opponent's monster by battle: You can banish 1 Dragon-Type Synchro Monster from your Graveyard; it can attack an opponent's monster again in a row.",Normal,,https://images.ygoprodeck.com/images/cards/20007374.jpg,21666
1904,Copy Knight,Trap Card,When a Level 4 or lower Warrior-Type monster is Normal Summoned to your side of the field: Special Summon this card as a Normal Monster with the same name and Level as the Normal Summoned monster (Warrior-Type/LIGHT/ATK 0/DEF 0). (This card is also still a Trap Card.),Continuous,,https://images.ygoprodeck.com/images/cards/21843307.jpg,31540
1908,Core Blast,Trap Card,"You can only activate this card's effect while you control a face-up ""Koa'ki Meiru"" monster. Once per turn, during your Standby Phase, if your opponent controls more monsters than you do, you can destroy a number of cards your opponent controls so that your opponent will control the same number of cards as you control monsters.",Continuous,Koa'ki Meiru,https://images.ygoprodeck.com/images/cards/18517177.jpg,7236
1912,Core Reinforcement,Trap Card,"Select and Special Summon 1 ""Koa'ki Meiru"" monster from your Graveyard in Attack Position. When that monster is destroyed during your End Phase, the controller of this card takes damage equal to that monster's ATK. When this card is removed from the field, destroy that monster. When that monster is destroyed, destroy this card.",Continuous,Koa'ki Meiru,https://images.ygoprodeck.com/images/cards/8057630.jpg,13335
1917,Corrosive Scales,Trap Card,"Target 1 Insect monster you control; equip this card to it. While you control the equipped monster, your opponent's monsters cannot attack Insect monsters, except the equipped monster. While this card is equipped to a monster, each time your opponent Normal or Special Summons a monster(s), OR activates a card or effect, place 1 Scale Counter on each face-up monster they control. Each monster your opponent controls loses 100 ATK/DEF for each Scale Counter it has.",Normal,,https://images.ygoprodeck.com/images/cards/13235258.jpg,17259
1918,Corrupted Keys,Trap Card,"Target 1 face-up Xyz Monster you control; Special Summon 3 ""Umbral Horror Mirage Tokens"" (Fiend-Type/DARK/Level 1/ATK ?/DEF 0). (When Summoned, each Token's ATK becomes equal to that Xyz Monster's current ATK. They cannot attack your opponent directly or be Tributed, except for a Tribute Summon.) When that face-up Xyz Monster leaves the field, destroy these Tokens.",Normal,Umbral Horror,https://images.ygoprodeck.com/images/cards/67949763.jpg,14319
1933,Counter Counter,Trap Card,"Negate the activation of a Counter Trap Card, and destroy it.",Counter,,https://images.ygoprodeck.com/images/cards/42309337.jpg,32327
1934,Counter Gate,Trap Card,"When an opponent's monster declares a direct attack: Negate the attack, and if you do, draw 1 card, then if it is a monster, immediately after this effect resolves, you can Normal Summon it in face-up Attack Position.",Normal,,https://images.ygoprodeck.com/images/cards/94561645.jpg,44545
1935,Counter Gem,Trap Card,"Send all cards in your Spell & Trap Card Zone to the Graveyard. Place as many ""Crystal Beast"" monsters as possible from your Graveyard in your Spell & Trap Card Zone, face-up, as Continuous Spell Cards. During the End Phase, destroy all face-up ""Crystal Beast"" cards you control.",Normal,Crystal Beast,https://images.ygoprodeck.com/images/cards/11136371.jpg,36281
1936,Counterforce,Trap Card,When a monster's attack is negated that targeted a face-up Attack Position monster: Inflict damage to your opponent equal to the difference in ATK between the 2 monsters.,Normal,,https://images.ygoprodeck.com/images/cards/30488793.jpg,9429
1938,Court of Cards,Trap Card,"If you control no monsters, or only control ""Queen's Knight"", ""King's Knight"", and/or ""Jack's Knight"": You can Special Summon 1 ""Queen's Knight"", ""King's Knight"", or ""Jack's Knight"" from your hand or GY. You can banish up to 1 each ""Queen's Knight"", ""King's Knight"", and/or ""Jack's Knight"" from your hand and/or GY; draw the same number of cards you banished. You can only use 1 ""Court of Cards"" effect per turn, and only once that turn.",Continuous,Knight,https://images.ygoprodeck.com/images/cards/28340377.jpg,19433
1940,Covering Fire,Trap Card,"During the Damage Step, while an opponent's monster is attacking a monster you control: Target 1 other face-up monster you control; your attacked monster gains ATK equal to that target's ATK during the Damage Step only.",Normal,,https://images.ygoprodeck.com/images/cards/74458486.jpg,19492
1942,Crackdown,Trap Card,"Activate by targeting 1 face-up monster your opponent controls; take control of that monster. While you control that monster, it cannot attack or activate effects. When that monster leaves the field, destroy this card.",Continuous,,https://images.ygoprodeck.com/images/cards/36975314.jpg,632804
1962,Crevice Into the Different Dimension,Trap Card,Declare 1 Attribute and select a total of 2 monsters with that Attribute from the Graveyards. Remove those monsters from play.,Normal,,https://images.ygoprodeck.com/images/cards/49600724.jpg,11852
1964,Crimson Fire,Trap Card,"When your opponent activates a Spell/Trap Card that would inflict damage to you, while you control a ""Red Dragon Archfiend"": Your opponent takes twice the effect damage you would have taken, instead.",Counter,Archfiend,https://images.ygoprodeck.com/images/cards/24566654.jpg,55612
1973,Crop Circles,Trap Card,"Send any number of monsters from your side of the field to the Graveyard to activate this card. Select from your Deck 1 ""Alien"" monster whose Level is equal to the total Levels of the sent monsters, and Special Summon it. If you fail to find a monster to Special Summon, you take 2000 damage.",Normal,Alien,https://images.ygoprodeck.com/images/cards/24082387.jpg,18093
1976,Cross Counter,Trap Card,"If the DEF of an attacked Defense Position monster is higher than the ATK of your opponent's attacking monster, the Battle Damage inflicted to your opponent is doubled. Destroy the attacking monster after damage calculation.",Normal,,https://images.ygoprodeck.com/images/cards/37083210.jpg,19460
1981,Cross-Dimensional Duel,Trap Card,"Target 1 ""Ancient Gear"" monster you control; banish it. During the next Standby Phase, return that banished monster to the field, and if you do, its ATK becomes double its original ATK until the end of that turn. If 1 or more ""Ancient Gear Golem"" or ""Ancient Gear Golem - Ultimate Pound"" you control would be destroyed by battle or card effect, you can banish this card from your GY instead.",Normal,Ancient Gear,https://images.ygoprodeck.com/images/cards/56889.jpg,39174
1995,Crusadia Krawler,Trap Card,"Special Summon this card as an Effect Monster (Insect/EARTH/Level 2/ATK 300/DEF 2100). (This card is also still a Trap.) If this card is Special Summoned by this effect to a zone a Link Monster points to: You can add 1 ""World Legacy"" card from your Deck to your hand.",Continuous,Krawler,https://images.ygoprodeck.com/images/cards/55838342.jpg,84037
2005,Crusadia Vanguard,Trap Card,"When you activate this card: You can also Tribute 1 ""Crusadia"" or ""World Legacy"" monster; if you did, Special Summon 1 ""Crusadia"" or ""World Legacy"" monster, with a different original name, from your Deck or GY. While you control a ""Crusadia"" Link Monster, your opponent's monsters can only target Link Monsters for attacks. You can only activate 1 ""Crusadia Vanguard"" per turn.",Continuous,Crusadia,https://images.ygoprodeck.com/images/cards/55312487.jpg,68982
2006,Crush Card Virus,Trap Card,"Tribute 1 DARK monster with 1000 or less ATK; your opponent takes no damage until the end of the next turn after this card resolves, also, you look at your opponent's hand and all monsters they control, and if you do, destroy the monsters among them with 1500 or more ATK, then your opponent can destroy up to 3 monsters with 1500 or more ATK in their Deck.",Normal,,https://images.ygoprodeck.com/images/cards/57728570.jpg,237145
2007,Crusher Run,Trap Card,"If a face-up EARTH Machine monster(s) you control is destroyed by battle or card effect: You can target 1 card on the field; destroy it. You can banish this card from your GY; Set 1 ""Outrigger Extension"" or ""Spin Turn"" from your Deck or GY. You can only use each effect of ""Crusher Run"" once per turn.",Continuous,,https://images.ygoprodeck.com/images/cards/88667504.jpg,17633
2008,Cry Havoc!,Trap Card,You can remove from play 1 monster from your Graveyard to Normal Summon or Set 1 Normal Monster from your hand. You can only activate this effect during your Main Phase.,Continuous,,https://images.ygoprodeck.com/images/cards/39712330.jpg,22738
